酒店名称,酒店类型,最低房价,客房数,地址,最近地铁站直线距离,最近地铁站步行至时间,最近地铁站,好评率,总评分,点评总数,设施评分,服务评分,卫生评分,位置评分,性价比评分,入住时间,退房时间,停车场,免费WIFI,餐厅,健身房,游泳池,接机服务,会议室,行李寄存,装修日期,开业日期,电话,酒店简介,酒店链接
麗枫酒店(厦门中山路步行街镇海路地铁站店),舒适型,¥389起,61,中山路地区 | 中山路步行街336-360号,408米，步行约606米，预计9分钟,9分钟,距镇海路地铁站直线408米，步行约606米，预计9分钟,89,4.6,1302,4.7,4.7,4.7,4.7,4.0,14:00,12:00,1,1,1,0,0,0,0,1,2018年12月01日,2018年08月01日,0592-5768111,麗枫酒店(厦门中山路步行街镇海路地铁站店)坐落于厦门著名的中山路，位于旅游与商业中心。酒店周围景点环绕，毗邻鼓浪屿、南普陀、厦门大学、万石植物园、胡里山炮台和环岛路。酒店地理位置优越，交通便利，步行约5分钟可至轮渡码头，乘车约20分钟可达会展中心。酒店附近的来雅百货、巴黎春天、中华城等购物中心满足便捷购物的需求，以黄则和为代表的中山路街头巷尾的美食亦等待您的探寻。酒店倡导“多一点自在”的服务理念，设有豪华双床房，家庭房，浪漫优享房等各式客房。全线覆盖无线WIFI，配备餐厅、停车场等设施。酒店内部按时尚现代风格装修，属豪华精品酒店。客房布置温馨典雅，选用国际品牌“慕思”床垫，打造一流睡眠环境。房间无论是棉品还是客用品都采用高标配置，顿显入住尊贵。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93433187&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A93433187%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
鼓浪屿乐云阁民宿,经济型,¥291起,8,鼓浪屿地区 | 公平路5号,1.9公里，驾车约3.1公里，预计41分钟,41分钟,距镇海路地铁站直线1.9公里，驾车约3.1公里，预计41分钟,98,4.9,511,4.9,5.0,5.0,4.9,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2019年05月01日,17350860515,酒店依山伴海，既享海边胜景又与三丘田码头咫尺之遥，交通十分便捷。,https://hotel.elong.com/hotel/hoteldetail?hotelId=94039410&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A94039410%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
柏曼酒店(厦门翔安马巷店),舒适型,¥308起,78,翔安商业广场 | 马巷镇巷西二里11号舫泰楼4-6层,0.9公里，步行约1.4公里，预计21分钟,21分钟,距厦门市第五医院直线0.9公里，步行约1.4公里，预计21分钟,91,4.8,1052,4.8,4.8,4.8,4.8,4.0,15:00,12:00,1,1,1,0,0,0,0,1,null,2019年04月01日,0592-2030222,柏曼酒店(厦门翔安马巷店)地处厦门市翔安区马巷镇巷西路，位于翔安一中、城隍庙附近，公交站翔安一中站，毗邻马巷核心商圈，距离厦门市第五医院1.5km，距离翔安火炬园仅10分钟车程，距离同安方特梦幻王国20分钟车程，792公交车可直达厦门北站。酒店同时设有免费停车场、餐厅。酒店周边商场餐饮娱乐应有尽有，是您商务出行、旅游休闲的品质之选。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93985500&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A93985500%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门兴恒大酒店,三星级,¥358起,90,翔安商业广场 | 巷北工业区869号,1.4公里，驾车约2.0公里，预计10分钟,10分钟,距厦门市第五医院直线1.4公里，驾车约2.0公里，预计10分钟,91,4.8,825,4.8,4.8,4.8,4.8,4.0,14:00,14:00,1,1,1,0,0,1,1,1,2016年01月01日,null,0592-7100000,厦门兴恒大酒店地处翔安区巷北路869号，距方特梦幻王国约3公里。厦门兴恒大酒店客房于2016年全面重新装修，全新打造商务（空间配套）、豪华（客用品物件用料）、简约风格（装修配套）。多种房型，设施设备齐全。中餐菜品先后于2014年2015年荣登厦门美食地标榜；自助餐丰富平价；同时配备有会议室、自助KTV、商务RTV等多种服务项目，为宾客竭诚打造便捷、舒适的商务之旅。,https://hotel.elong.com/hotel/hoteldetail?hotelId=31401379&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A31401379%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
聆感酒店(鼓浪屿德国领事馆店),高档型,¥864起,9,鼓浪屿地区 | 鹿礁路18号,234米，步行约338米，预计5分钟,5分钟,距厦门海底世界直线234米，步行约338米，预计5分钟,97,4.9,479,4.8,4.9,4.9,4.9,4.0,14:00,12:00,1,1,1,0,0,0,0,1,2018年04月01日,2018年01月01日,0592-5369218,酒店位于厦门思明区鹿礁路，近中国建设银行。关于酒店的历史，要追溯到18世纪鸦片战争时期，厦门成为战争要塞，当时的外国人说，“鼓浪屿几乎全成了住宅区”，酒店就是当时的德国领事馆改变而来。作为欧派建筑的典范，聆感较好地保留了建筑的原汁原味。这一代高墙绵延，将复古风发挥的淋漓尽致，墙内依稀透露出一抹粉蓝，应和了欧风的建筑，干净、清爽是它的外在美，但又不失贵族风范。洁白门窗，红瓦四坡顶，双脚楼边厢夹外廊的洋楼。室内以洛可可艺术为情调，是一份典雅的情怀，也是独特的体验，更是历史文化狩猎者的宝藏，它能成为一座岛的灵感，也能成为你的灵感。并不是每个历史遗留物都有幸被保护下来，留下来的是历史的幸运，也是后来者的幸运。本着这样的初心，保护和传承。在鼓浪屿上更多的建筑维持原有风貌的情况下，加以融入当地更多的元素，让这份历史感与鼓浪屿的多元化共存。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91882580&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A91882580%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门温尼斯依诺海海景度假别墅,高档型,¥595起,35,环岛路/黄厝海滨浴场/会展中心 | 曾厝垵往东黄厝溪头下海边68号,848米，步行约1.2公里，预计18分钟,18分钟,距厦门台湾民俗村金山松石风景区直线848米，步行约1.2公里，预计18分钟,92,4.6,701,4.7,4.8,4.7,4.8,4.0,14:00,12:00,1,1,1,0,0,1,0,1,2019年02月01日,2014年05月01日,18120728689,别墅坐落于厦门环岛路太阳湾海滨——溪头下，厦门岛内离海最近的村庄，有大片的阳光海岸和金色沙滩，是厦门观海景点之一，也是厦门岛距金门较近的地点。通过院内可直通环岛路木栈道，也临近浴场，可轻易感受自然风光，享受天然浴场。与台湾金门、大担、二担岛隔海相望，临近婚纱基地、曾厝垵、帆船游艇基地、厦门大学、南普陀寺等旅游景点。别墅集餐饮、度假、休养于一体，这里客房温馨舒适，设施完善，享受真正的临海而居。度假馆内wifi全覆盖，可提供提前预定私房菜定制，也能在配套的露天餐厅临海听风，享受一顿饕餮盛宴。部分房型更可提供专车接送等服务，在帮你放松身心的同时，尽情的享受假期时光。,https://hotel.elong.com/hotel/hoteldetail?hotelId=31401390&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A31401390%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门出尘设计师民宿,经济型,¥100起,35,厦门南洋职业学院 | 新店镇新店村福祥路38号,0.6公里，步行约0.7公里，预计11分钟,11分钟,距翔安文教园(公交站)直线0.6公里，步行约0.7公里，预计11分钟,94,4.9,783,4.9,5.0,4.9,4.9,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2019年10月01日,18005026036,厦门出尘设计师民宿交通便利，是一家现代简约风格的酒店公寓，简洁清新。屋内一花一物不多不少恰到好处。 房间干净整洁，布草一客一换，温馨舒适。是您休闲度假的理想选择 附件有泰禾广场、汇景广场、大嶝免税市场和小嶝岛供您购物和观光，还有就是各种实惠海鲜餐厅供您品尝。,https://hotel.elong.com/hotel/hoteldetail?hotelId=60418547&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A60418547%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
美豪酒店(厦门火车站万象城店),高档型,¥413起,138,厦门火车站地区 | 厦禾路1130号京华大厦,361米，步行约680米，预计10分钟,10分钟,距莲坂地铁站直线361米，步行约680米，预计10分钟,90,4.6,1063,4.6,4.7,4.7,4.6,4.0,13:00,13:00,1,1,1,0,0,1,1,1,2018年08月01日,2015年05月01日,+86-5928875333,酒店地处厦门岛内核心商圈，毗邻国贸大厦、二轻大厦、华润中心等热门商务写字楼；与明发商业广场、华润万象城、罗宾森中心隔街相望；坐拥交通枢纽，酒店附近有公交站点、步行约3分钟有BRT（快速专线）站台、步行约5分钟有地铁1号线、步行15分钟有触达高铁动车——厦门站、25分钟直达机场。酒店设计大方雅致，公共区域空间典雅灵动：功能多样的公共会客区配以贴心的商务中心服务、闽南风韵的专业级茶室、轻松活跃的酒吧……。超过150平无立柱的可分隔会议空间、超大LED屏幕，立体声音响设备。可同时容纳百人的自助餐厅。商务接待、娱乐休闲可以一站享受。品质服务传递贴心的暖度，我们竭诚为您的旅途创造惊喜和感动，期待您与完美的入住体验撞个满怀！,https://hotel.elong.com/hotel/hoteldetail?hotelId=90900232&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90900232%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
全季酒店(厦门SM广场松柏店),舒适型,¥360起,123,SM城市广场地区 | 屿后南里238号,802米，步行约1.1公里，预计17分钟,17分钟,距乌石浦地铁站直线802米，步行约1.1公里，预计17分钟,92,4.8,835,4.8,4.8,4.8,4.8,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2017年04月01日,2017年01月01日,0592-3303188,全季酒店成立于2010年，隶属华住集团，中国领先的中档酒店品牌。目前已覆盖中国31个省级行政区，开业已超过1100家。从东方智慧中汲取人文精神，从当代生活中提炼价值内涵，全季通过亲朋服务创造优质体验，在东方土地上，让更多人感受东方的自然得体，为4亿中产人群提升旅途生活品质。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92178697&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A92178697%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门一格海景度假驿栈,舒适型,¥232起,44,厦门大学地区 | 西边社2号之一,0.3公里，步行约0.4公里，预计5分钟,5分钟,距厦门大学海韵校区直线0.3公里，步行约0.4公里，预计5分钟,93,4.6,1223,4.6,4.7,4.7,4.7,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2019年02月01日,2018年06月01日,0592-2511162,厦门一格海景度假驿栈位于厦门最美的一条拥有五彩情人路之称的环岛路上，目前已在厦门拥有多家门店：酒店东邻曾厝垵小吃一条街（步行约5分钟），台湾民俗村，西靠厦门大学（公交车约8分钟），南普陀寺（公交车约8分钟），胡里山炮台（公交车约4分钟）植物园，世贸双子塔等热门景点和猫街沙坡尾等一系列网红打卡地，离沙滩直线距离约20米，真正做到了出门便是海的美妙风景。酒店门口步行约15米既是珍珠湾公交站点，出行前往各大景点都十分的便利。酒店客房布置温馨舒适、色调柔和，自成一格。内部设施设备齐全，完全满足宾客日常生活所需。一格酒店采用了科学的经营机制和管理方法，不断追求卓越，得到了广大旅客的一致好评。无论您是休闲度假还是商旅出差，都能体验到酒店无微不至的关怀。酒店将会随时准备为您提供优质的服务，关注您的需求，并力求超越您的期望！,https://hotel.elong.com/hotel/hoteldetail?hotelId=91862754&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A91862754%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门海港英迪格酒店,豪华型,¥781起,149,中山路地区 | 鹭江道16号,559米，步行约781米，预计12分钟,12分钟,距镇海路地铁站直线559米，步行约781米，预计12分钟,92,4.6,1499,4.5,4.7,4.7,4.7,4.0,14:00,12:00,1,1,1,1,0,1,1,1,2017年05月01日,2012年03月01日,0592-3361666,厦门海港英迪格酒店地处鹭江道CBD，直面文化遗产鼓浪屿，饱览鼓浪屿秀丽美景；步行约三分钟可至中山路步行街，步行距离最近地铁约六分钟。位于环岛路起点，驱车约15分钟可至东渡邮轮码头鼓浪屿游客专用渡口，到南普陀寺庙、厦门大学、厦门高崎国际机场、国际会展中心等都非常便捷。作为洲际集团旗下的高端精品酒店，由澳大利亚著名设计公司Joseph Pang设计工作室操刀，结合福建闽南文化和现代美学设计，打造别具一格的属于厦门的居住体验。独特的“邻里之间”的设计诉求，令酒店拥有极为亲和的气质，在熟悉又陌生的场景中，舒适和惬意地享受旅行的美好。酒店共一百余间客房，硬件配套全部选用国际高档品牌，以精装实木地板、有床品中的“劳斯莱斯”美誉的“Sealy”床品、汉斯格雅系列卫浴、TOTO全智能电子座便器、平板电视、智能化窗帘系统等打造出超高品质的住宿空间，同时配备无线网络，让人充分感受耳目一新的入住体验。酒店特设亲子楼层，客房设计灵动时尚，走廊壁画色彩绚烂，只愿为每一位孩子带去童真的美好。江畔餐厅Quay位于酒店四层，贯穿上下两层，包括餐厅、酒廊、露台等多个独立的活力空间，打破传统酒店设施的界限。餐厅在保留了厦门传统本地美食风味的基础上，又加入了南洋菜及各国风味。餐厅与鼓浪屿隔海相望，在此用餐可赏无敌海景，是宾客休闲与会客的上佳场所。,https://hotel.elong.com/hotel/hoteldetail?hotelId=51401044&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A51401044%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门集美湖商务中心亚朵酒店,高档型,¥535起,132,集美学村/杏林湾/园博苑 | 龙亭2里1-2号,1.1公里，驾车约2.2公里，预计7分钟,7分钟,距官任地铁站直线1.1公里，驾车约2.2公里，预计7分钟,95,4.9,1121,4.9,4.9,4.9,4.9,4.0,14:00,12:00,1,1,1,1,0,0,1,1,null,2020年08月01日,0592-6219333,酒店位于厦门市集美区新城（集美区龙亭2里1-2号），酒店毗邻风光秀丽的集美湖，环境优美，风景如画；邻近的集美市民公园和艺术氛围浓厚的园博园，让您在旅途之余可以得到身心的休憩。酒店设有餐厅（相招）、会议室（共语）、健身房（汗出）免费开放、24小时的洗熨烘干自助洗衣房（出尘），竹居拥有千册图书免费阅读，拥有亚朵3.0宿归产品客房，可观湖景，可享庭院私密空间，为您精心创造一个自在、放松的居停空间。酒店距离诚毅广场地铁站约418米，距离厦门北站约4.5公里；酒店坐落在厦门集美软件园三期，杏林湾商务中心，市政服务中心的核心区域，直线距离不超过1公里；配套免费停车位，为您商务出差、来厦旅游、提供便利的入住体验。亚朵，一家舒心的微笑公司。这里，不仅仅是睡觉的地方，我们提倡人文、温暖、有趣的第四空间，让您感受亚朵带给您不期而遇的那份温暖。,https://hotel.elong.com/hotel/hoteldetail?hotelId=63702347&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A63702347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门十四份客栈,经济型,¥161起,26,厦门大学地区 | 曾厝垵后厝34号,762米，步行约927米，预计12分钟,12分钟,距厦门大学海韵校区直线762米，步行约927米，预计12分钟,96,4.9,492,4.9,5.0,4.9,4.9,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2019年11月01日,2014年09月01日,18606008778,厦门十四份客栈位于厦门思明区曾厝垵后厝，厦大学生公寓终点站附近，步行即到海边，听浪涛滚滚，感受海风习习，附近有曾厝安文创村、胡里山炮台、厦大白城、中山路步行街等繁华购物场所和旅游景点。厦门十四份客栈拥有多间不同主题的客房，房内装修时尚，温馨典雅，色彩鲜明，设施完善，是您休闲旅游的理想之选。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90763981&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A90763981%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
