酒店名称,酒店类型,最低房价,客房数,地址,最近地铁站直线距离,最近地铁站步行至时间,最近地铁站,好评率,总评分,点评总数,设施评分,服务评分,卫生评分,位置评分,性价比评分,入住时间,退房时间,停车场,免费WIFI,餐厅,健身房,游泳池,接机服务,会议室,行李寄存,装修日期,开业日期,电话,酒店简介,酒店链接
大理沐野概念酒店,经济型,¥204起,33,大理火车站 | 下关镇富海路99号,541米，步行约1.0公里，预计16分钟,16分钟,距大理站直线541米，步行约1.0公里，预计16分钟,89,4.9,1399,4.8,4.9,4.9,4.8,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2019年01月01日,2018年01月01日,0872-2359666,大理沐野概念酒店位于大理市中心下关，近火车站，酒店二楼设有餐厅。客房设施设备齐全，每个房间的电话可以打全国。是您商务，旅游的理想栖息地。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92883352&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A92883352%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理古城酒店漫心府,高档型,¥736起,142,大理古城 | 大理镇214国道三月街坊,953米，步行约1.4公里，预计18分钟,18分钟,距大理农林职业技术学院直线953米，步行约1.4公里，预计18分钟,95,4.9,1005,4.9,4.9,4.9,4.9,4.0,14:00,12:00,1,1,1,1,1,1,1,1,null,2018年09月01日,0872-2522666,酒店位于大理古城214国道三月街旁，酒店地理位置优越，居大理旅游景区腹地，酒店对面就是大理古城洋人街、酒吧街，酒店自驾约5分钟到达天龙八部影视城、约3分钟到达崇圣寺三塔文化旅游区、步行约100米到达大理古城苍山门。酒店200个车位为住店客人免费提供泊车服务。酒店以自然山体—大理点苍山为天然的四季背景，以南诏古都—大理古城为自然天成的大人文院落。酒店集住宿、餐饮、健身、spa、观景、娱乐、购物、会务等功能为一体，拥有星空、商务客房共百余间/套，所有客房采光、灯控、视听均采用智能控制系统。酒店的全体员工将以饱满的热情，为每一位光临酒店的海内外宾客提供无微不至 的优质服务。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93455728&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A93455728%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理缦山一色海景酒店,高档型,¥1736起,18,洱海海东风景区 | 海东镇文笔村3社54号,4.0公里，驾车约5.1公里，预计68分钟,68分钟,距罗荃半岛旅游区直线4.0公里，驾车约5.1公里，预计68分钟,99,5.0,576,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,1,0,1,1,0,1,null,2019年09月01日,18508828899,大理缦山一色海景酒店坐落于洱海临线海边，环海东路旅游交通线与苍山及大理古城的交通枢纽位置，依托独特地势拥有高达270度的大广角山水极景视野。酒店近邻天镜阁、小普陀、金梭岛、洱海公园、双廊古镇、海洋馆，可直达机场、火车站及客运站，并配备专线前往大理古城、喜洲古镇、鸡足山、风车山、周城扎染及三塔等热度景点。    酒店由美国Contract年度室内奖获得者匠心设计，将环洱海沿线一汪碧水、一抹苍山的绝佳景致，与现代酒店轻奢级身心体验相融合，既配备美国金可儿床垫、斯得福订制床品、英国戴森吹风机、意大利Acca Kappa洗漱品等国际品质顶配设施，又打造了洱海山水泳池、洱海山水天梯、洱海山水餐厅、洱海山水秋千、网红三生石等一系列潮流化打卡景点，并提供干烧洱海桂花鱼、白族爆炒牛肉、土法蒜香排骨、原生态杆菌炒肉等本土特色菜品。,https://hotel.elong.com/hotel/hoteldetail?hotelId=60349081&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A60349081%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理那一年酒店,舒适型,¥582起,22,大理古城 | 大理镇文献路69号,425米，步行约509米，预计8分钟,8分钟,距大理古城客运站(公交站)直线425米，步行约509米，预计8分钟,97,4.9,582,4.9,4.9,4.9,4.9,4.0,14:00,12:00,1,1,1,0,0,1,0,1,2019年12月01日,2016年01月01日,0872-2561888,大理那一年酒店位于大理古城心脏位置文献路，东临洱海烟波浩渺，西眺苍山云霞蒸腾，距离大理古城标志性景点古城南门约200米。酒店整体风格采用现代中式园林设计，高端环保，健康舒适。下榻酒店您可在窗前听雨，屋下品茶;静心享受休闲、自然、安逸的美好之旅，是您自助游、自驾游等休闲住宿的理想场所。 为了给顾客提供高质量睡眠休息，酒店设施全部选用国际一线品牌慕斯寝具、科勒卫浴、红木家具、纯实木地板、格力空调等高端配置，房间全部标配50寸乐视电视，采用数字电视和网络电视共享的方式为尊贵的客人提供较好的视听效果，公共休闲区域配备70寸乐视高清3D电视确保重大赛事、新闻事件的高清转播。在停车极度紧张的古城南门，酒店设有的地下停车场并配有直达各楼层的电梯，为自驾游的客人提供了极大的方便，同时也解决了携带大件行李上下楼搬运的烦恼。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91330759&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A91330759%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
花筑·大理双廊茶马斗斤依岛海景客栈,舒适型,¥340起,14,大理双廊风景区 | 双廊镇双廊岛依旁村南诏风情岛对面,510米，步行约734米，预计11分钟,11分钟,距大建旁村直线510米，步行约734米，预计11分钟,98,4.9,843,4.8,4.9,4.9,4.9,4.0,14:00,12:00,1,1,1,0,0,1,1,1,2019年07月01日,2019年03月01日,0872-2506138,花筑·大理双廊茶马斗斤依岛海景客栈位于双廊古镇内洱海边，直面洱海，远眺苍山，门前景观海街可以看到洱海最深远处。古镇内浏览不用走小路，晚归没有黑路。对面南诏风情岛如画的景色，杨丽萍的太阳宫清晰呈现在眼前。门前几棵近200年的菩提树是大理的名贵古木，是有着名贵树木保护牌牌的哦。客栈环境优雅，气候宜人，空气清新，非常安静，是您度假休憩的好场所。周边各种网红餐厅和大理本地特色风味餐厅店铺林立，非常方便。到双廊大的停车场步行约6分钟，客栈会免费接送行李到停车场或南入口，免除您携带行李的劳累. 客栈美式田园装修风格，WiFi全覆盖，全天候热水，每个房间配有格力空调，床上用品采用高端标准配置，家具配置为美式田园(地中海式双床房为地中海式风格），房型不同，房间面积也不相同，但是无论面积大小，我们都是精心配置，热情服务，愿您在大理双廊住的开心，玩的愉快！,https://hotel.elong.com/hotel/hoteldetail?hotelId=90583308&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90583308%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理回隐设计师轻奢民宿,舒适型,¥552起,13,大理古城 | 大理古城南门内苍坪街50号,0.3公里，步行约0.3公里，预计4分钟,4分钟,距大理古城直线0.3公里，步行约0.3公里，预计4分钟,99,5.0,806,4.9,5.0,5.0,5.0,4.0,14:00,14:00,1,1,1,0,0,1,0,1,null,2020年01月01日,13099846800,民宿位于大理古城南门内，毗邻大理艺术床单厂艺术园区，距离网红一条街复兴路约100米，距离网红人民路约450米，距离古城地标建筑五华楼约300米，距离大理古城网红酒吧街红龙井约300米，属于闹中取静之地，自驾可直达门口。整个民宿由著名设计师精心设计，庭院设计感十足。一楼亲水庭院感，三楼苍山阳台视线特别广阔。房间内部设施齐全，配置高档，含有智能马桶，智能灯控系统，恒温花洒，床品是星级酒店标配的康乃馨品牌，柔软舒适。民宿提供一站式管家服务，接站接机、到店服务，旅游咨询，旅游路线推荐，餐饮服务一应俱全。回隐于家，归隐于世。山之隐水之隐时之隐让您隐匿于山水之间，愿您在大理尽享游闲时光。,https://hotel.elong.com/hotel/hoteldetail?hotelId=60911921&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A60911921%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C
云之国花园度假民宿(大理古城忆闲居店),高档型,¥450起,27,古城绿玉路,808米，步行约1.1公里，预计17分钟,17分钟,距大理古城客运站(公交站)直线808米，步行约1.1公里，预计17分钟,96,4.9,292,4.8,4.9,4.9,4.9,4.0,14:00,12:00,1,1,1,0,0,1,1,1,2020年05月01日,2016年09月01日,0872-2569777,酒店位于世界历史文化名城——大理古城南城门旁绿玉路；背靠苍山、面朝洱海，距古城墙百米之遥，徒步可入大理古城。酒店由名师精心设计改建而成，依山而造，移步换景。院内栈道别致、花香草绿，花中有房、房中有花，画中有房、房中有画；客房布置简约而不失奢华，古朴中又透露着现代的经典，有家的温馨与惬意。坐在静静的院子里晒着太阳、聊着天，一半儿清茶一半儿酒，真正让你感受“远看洱海耳听风，是谁停留又远走。一阵花雨迟疑后，纷纷落满点苍山”的意境。生活有诗和远方，忆闲居将见证你欢笑的时光，并陪着你一路欢歌前行！,https://hotel.elong.com/hotel/hoteldetail?hotelId=91849657&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A91849657%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理麓悦洱海度假酒店,豪华型,¥679起,158,下关镇平安路,2.4公里，驾车约6.9公里，预计16分钟,16分钟,距洱海公园直线2.4公里，驾车约6.9公里，预计16分钟,96,4.8,1442,4.8,4.8,4.9,4.8,4.0,14:00,12:00,1,1,1,1,0,1,1,1,null,2019年09月01日,0872-6808888,大理麓悦洱海度假酒店位于大理白族自治州的首府大理平安路，是一个极具时尚感的“现代酒店空间”，酒店距离洱海大概有300米左右的距离，大理地处云贵高原的洱海平原，苍山之麓，洱海之滨，是古代南诏国和大理国的都城。,https://hotel.elong.com/hotel/hoteldetail?hotelId=60323226&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A60323226%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理旅集酒店(高铁站店),舒适型,¥271起,14,大理火车站 | 下关镇巍山路以北金贝商业城21栋,360米，步行约865米，预计13分钟,13分钟,距大理站直线360米，步行约865米，预计13分钟,96,4.9,751,4.8,4.9,4.9,4.8,4.0,14:00,12:00,1,1,0,0,0,1,0,1,null,2019年02月01日,13108808669,酒店位于金贝小区金贝商业城出行便捷，酒店位优越，酒店离高铁站步行3分钟，客运东站就在咱们的酒店门口，可乘坐班车到鸡足山，海东，交通十分便利。离民族广场，洱海公园约900米，翻过一个小山包，就是洱海(离洱海直线距离约1.5公里）门口有很多具有当地特色和各个地方特色的饭店，晚上还有很多的烧烤摊哦！所以的客房都有大窗子和空调，24小时热水（空气能＋太阳能），每一个房间都有独立的WIFI，有免费的停车场，人与人之间的缘分都是从相遇，相识到相知，我们在旅集等您！,https://hotel.elong.com/hotel/hoteldetail?hotelId=93641445&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A93641445%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理古城密塘小筑精品客栈,舒适型,¥417起,15,大理古城 | 大理古城洱海门(古城东门)大院子111号,1.2公里，驾车约2.0公里，预计6分钟,6分钟,距大理古城客运服务站直线1.2公里，驾车约2.0公里，预计6分钟,99,5.0,513,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,1,0,0,1,1,1,2019年12月01日,2015年02月01日,18987213001,大理古城密塘小筑客栈坐落于大理古城美丽的洱海门（东门），步行至古城热闹而个性的地方人民路仅需步行3分钟。客栈装修雅致，私密，温馨，小院子品味感受独特。客栈用品及设施追求品质，而且非常人性化。会让来大理的您们喜欢上这里，美丽的朋友，大理等你来。。。密塘小筑拥有绝佳的田园位置，建筑古朴。客房内部装饰古色而精致，院子整齐归一、宽敞明亮，花草树木四季常青，您可坐在院子的摇椅上细细的闻着花的芬香，让您心旷神怡。 ,https://hotel.elong.com/hotel/hoteldetail?hotelId=90828509&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A90828509%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C
Alisha·秘密花园民宿,高档型,¥930起,15,大理古城 | 大理镇石门村131号,976米，步行约1.3公里，预计19分钟,19分钟,距大理农林职业技术学院直线976米，步行约1.3公里，预计19分钟,12,5.0,555,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,1,0,0,1,0,1,2022年01月15日,2018年01月01日,17868992609,Alisha·秘密花园民宿位于大理苍山脚下。酒店装修以希腊洞穴风格为主格调，又融合了大理当地的很多本土文化。致力于让客人有不同的入住体验。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92947446&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A92947446%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理花海阁客栈,舒适型,¥331起,16,大理古城 | 大理镇水碓村46号,351米，步行约540米，预计8分钟,8分钟,距大理农林职业技术学院直线351米，步行约540米，预计8分钟,96,4.9,697,4.9,4.9,4.9,4.9,4.0,12:00,13:00,1,1,1,0,0,1,0,1,null,2019年01月01日,18869844818,大理花海阁客栈位于大理古城西门水碓村牌坊以西约100米，近大理古城西门，交通便利，徒步可达大理古城任意繁华景点及街道。四路，三塔专线可到水碓村牌坊。客栈按现代时尚风格装修，客房布置温馨典雅，客房无论是棉品还是客用品都采用高标配置，打造一流睡眠环境。客栈1楼有茶室可免费享用云南一级普洱，蜜香滇红，影音室可看电影，球赛，静享馨悦时光。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90504620&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A90504620%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理云堂隐奢度假酒店,高档型,¥748起,17,大理古城 | 大理古城人民路15号,982米，步行约1.7公里，预计25分钟,25分钟,距大理古城客运站(公交站)直线982米，步行约1.7公里，预计25分钟,99,5.0,891,4.9,5.0,5.0,5.0,4.0,14:00,12:00,1,1,1,0,0,1,0,1,2021年03月01日,2021年03月01日,18183725863,大理云堂隐奢度假酒店坐落在大理古城繁华的主街道——人民路。酒店秉承用周到的服务和一流的设施，让您在大理市开展一段难忘的旅行。小隐于市，大隐于心，云堂提供的24小时私人管家服务，让您即使来到大理在管家的分享行程中感受到大理的人文和景色，不会有丝毫的陌生感，云堂全体人员期待在大理与您相遇。,https://hotel.elong.com/hotel/hoteldetail?hotelId=66805521&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A66805521%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理老板不在·MYST设计师酒店,高档型,¥679起,21,大理古城 | 古城南门一塔路34号,506米，步行约642米，预计10分钟,10分钟,距大理古城客运站(公交站)直线506米，步行约642米，预计10分钟,97,4.9,741,4.9,4.9,4.9,4.9,4.0,08:00,12:00,1,1,1,1,0,1,1,1,2020年05月01日,2019年12月01日,18087201766,酒店位于古城南门一塔路。酒店整体采用巴洛克风格设计，力求打造复古的酒店风格。面积:1800平方米，楼层4层，客房数间。设施有酒吧、餐厅、花园、大堂吧、天台、停车场、洗衣房、健身房。房间标配 Dyson吹风机，ACCA Kappa洗护用品，Marshall音响，德龙热水壶，胶囊咖啡机。酒店每间房配备大理石浴缸，科勒卫浴 。内部采用大量的巴洛克时代元素及装饰品，营造了神秘而有品位的氛围，将复古与现代元素完美融合，打造出了MYST酒店的独特之处。 目前在业内中，也尚属于风格独树一帜的原创设计师酒店。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93431936&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A93431936%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C
